colour	y	x	PANEL	fill
#00BFC4	0.316363636363636	0.615909090909091	3	#00BFC4
#00BFC4	0.54038961038961	0.43	3	#00BFC4
#7CAE00	0.369090909090909	0.459090909090909	3	#7CAE00
#00BFC4	0.392987012987013	0.346969696969697	3	#00BFC4
#C77CFF	0.346753246753247	0.533636363636364	3	#C77CFF
#7CAE00	0.345454545454546	0.495	3	#7CAE00
#C77CFF	0.138441558441558	0.24030303030303	3	#C77CFF
#7CAE00	0.291168831168831	0.355757575757576	3	#7CAE00
#00BFC4	0.334155844155844	0.432727272727273	3	#00BFC4
#C77CFF	0.505844155844156	0.342878787878788	3	#C77CFF
#C77CFF	0.507922077922078	0.486363636363636	3	#C77CFF
#C77CFF	0.288961038961039	0.408181818181818	3	#C77CFF
#00BFC4	0.273506493506494	0.297878787878788	3	#00BFC4
#7CAE00	NA	0.343030303030303	3	#7CAE00
#00BFC4	0.306233766233766	0.432575757575758	3	#00BFC4
#00BFC4	0.471558441558442	0.407424242424242	3	#00BFC4
#C77CFF	0.272727272727273	0.424393939393939	3	#C77CFF
#00BFC4	0.872857142857143	0.570909090909091	3	#00BFC4
#C77CFF	0.453246753246753	0.470757575757576	3	#C77CFF
#7CAE00	0.644675324675325	0.662727272727273	3	#7CAE00
#C77CFF	0.601298701298701	0.677878787878788	3	#C77CFF
#00BFC4	0.303766233766234	0.484090909090909	3	#00BFC4
#00BFC4	0.351298701298701	0.353787878787879	3	#00BFC4
#C77CFF	0.164155844155844	0.391515151515151	3	#C77CFF
#C77CFF	0.221428571428571	0.356212121212121	3	#C77CFF
#00BFC4	0.50974025974026	0.406363636363636	3	#00BFC4
#7CAE00	0.408571428571429	0.467272727272727	3	#7CAE00
#7CAE00	0.326233766233766	0.483030303030303	3	#7CAE00
#00BFC4	0.47	0.796363636363636	3	#00BFC4
#7CAE00	0.420519480519481	0.416515151515152	3	#7CAE00
#00BFC4	0.376363636363636	0.379242424242424	3	#00BFC4
#00BFC4	0.586623376623377	0.385151515151515	3	#00BFC4
#00BFC4	0.24974025974026	0.263030303030303	3	#00BFC4
#C77CFF	0.261038961038961	0.415454545454545	3	#C77CFF
#00BFC4	0.507792207792208	0.451515151515152	3	#00BFC4
#00BFC4	0.167922077922078	0.392121212121212	3	#00BFC4
#C77CFF	0.214155844155844	0.420454545454545	3	#C77CFF
#00BFC4	0.341688311688312	0.46530303030303	3	#00BFC4
#00BFC4	0.290909090909091	0.416060606060606	3	#00BFC4
#C77CFF	0.0854545454545455	0.425	3	#C77CFF
#00BFC4	0.485324675324675	0.542727272727273	3	#00BFC4
#C77CFF	0.419090909090909	0.399090909090909	3	#C77CFF
#C77CFF	0.300649350649351	0.389242424242424	3	#C77CFF
#C77CFF	0.483636363636364	0.172575757575758	3	#C77CFF
#7CAE00	0.140779220779221	0.475606060606061	3	#7CAE00
#00BFC4	0.316623376623377	0.472727272727273	3	#00BFC4
#7CAE00	NA	0.434242424242424	3	#7CAE00
#00BFC4	0.419350649350649	0.430454545454545	3	#00BFC4
#00BFC4	0.367402597402597	0.426818181818182	3	#00BFC4
#7CAE00	0.463506493506494	0.493484848484848	3	#7CAE00
#00BFC4	0.313246753246753	0.336060606060606	3	#00BFC4
#00BFC4	0.358311688311688	0.415909090909091	3	#00BFC4
#C77CFF	0.616883116883117	0.452121212121212	3	#C77CFF
#C77CFF	0.474415584415584	0.450757575757576	3	#C77CFF
#00BFC4	0.419220779220779	0.573181818181818	3	#00BFC4
#C77CFF	0.3	0.381212121212121	3	#C77CFF
#00BFC4	0.421038961038961	0.474393939393939	3	#00BFC4
#00BFC4	0.285324675324675	0.470454545454545	3	#00BFC4
#00BFC4	0.332467532467533	0.451363636363636	3	#00BFC4
#00BFC4	0.392857142857143	0.504393939393939	4	#00BFC4
#00BFC4	0.333246753246753	0.487424242424242	4	#00BFC4
#00BFC4	0.587662337662338	0.606969696969697	4	#00BFC4
#7CAE00	0.245714285714286	0.551818181818182	4	#7CAE00
#00BFC4	0.42025974025974	0.447575757575758	4	#00BFC4
#00BFC4	0.588051948051948	0.397272727272727	4	#00BFC4
#C77CFF	0.450909090909091	0.450606060606061	4	#C77CFF
#00BFC4	0.427142857142857	0.557575757575758	4	#00BFC4
#00BFC4	0.570909090909091	0.421818181818182	4	#00BFC4
#C77CFF	0.207142857142857	0.418333333333333	4	#C77CFF
#00BFC4	0.38	0.467727272727273	4	#00BFC4
#C77CFF	0.513636363636364	0.353181818181818	4	#C77CFF
#7CAE00	0.396753246753247	0.631515151515152	4	#7CAE00
#C77CFF	NA	0.405454545454545	4	#C77CFF
#C77CFF	0.379220779220779	0.431818181818182	4	#C77CFF
#00BFC4	0.338961038961039	0.362878787878788	4	#00BFC4
#00BFC4	0.333246753246753	0.273030303030303	4	#00BFC4
#00BFC4	0.387922077922078	0.443939393939394	4	#00BFC4
#00BFC4	0.396103896103896	0.454090909090909	4	#00BFC4
#00BFC4	0.36025974025974	0.586969696969697	4	#00BFC4
#00BFC4	0.374545454545455	0.371666666666667	4	#00BFC4
#00BFC4	0.349220779220779	0.647424242424242	4	#00BFC4
#00BFC4	0.292077922077922	0.389848484848485	4	#00BFC4
#00BFC4	0.505324675324675	0.427272727272727	4	#00BFC4
#7CAE00	0.32038961038961	0.478787878787879	4	#7CAE00
#00BFC4	0.246883116883117	0.379393939393939	4	#00BFC4
#00BFC4	0.333766233766234	0.455	4	#00BFC4
#C77CFF	0.338571428571429	0.373181818181818	4	#C77CFF
#00BFC4	0.136363636363636	0.318030303030303	4	#00BFC4
#7CAE00	0.135194805194805	0.461060606060606	4	#7CAE00
#00BFC4	0.125064935064935	0.574242424242424	4	#00BFC4
#7CAE00	0.4	0.556818181818182	4	#7CAE00
#00BFC4	0.453506493506494	0.426666666666667	4	#00BFC4
#7CAE00	0.314805194805195	0.553030303030303	4	#7CAE00
#C77CFF	0.444935064935065	0.602424242424242	4	#C77CFF
#00BFC4	0.464155844155844	0.377727272727273	4	#00BFC4
#00BFC4	0.374805194805195	0.400909090909091	4	#00BFC4
#7CAE00	0.256363636363636	0.407121212121212	4	#7CAE00
#00BFC4	0.295584415584416	0.438181818181818	4	#00BFC4
#00BFC4	0.313896103896104	0.373333333333333	4	#00BFC4
#00BFC4	0.581558441558442	0.337727272727273	4	#00BFC4
#C77CFF	0.487012987012987	0.408636363636364	4	#C77CFF
#00BFC4	0.566623376623377	0.598939393939394	4	#00BFC4
#C77CFF	0.207792207792208	0.379848484848485	4	#C77CFF
#00BFC4	0.368831168831169	0.470909090909091	4	#00BFC4
#00BFC4	0.313896103896104	0.411818181818182	4	#00BFC4
#00BFC4	0.244805194805195	0.599545454545455	4	#00BFC4
#7CAE00	0.365454545454545	0.466212121212121	4	#7CAE00
#00BFC4	0.232337662337662	0.498484848484849	4	#00BFC4
#00BFC4	0.592597402597403	0.481666666666667	4	#00BFC4
#00BFC4	0.590519480519481	0.456212121212121	4	#00BFC4
#F8766D	0.312727272727273	0.576515151515152	4	#F8766D
#C77CFF	0.332077922077922	0.345454545454545	4	#C77CFF
#00BFC4	0.322857142857143	0.547424242424242	4	#00BFC4
#00BFC4	0.397272727272727	0.612424242424242	4	#00BFC4
#C77CFF	0.183116883116883	0.394393939393939	4	#C77CFF
#00BFC4	0.49961038961039	0.421212121212121	4	#00BFC4
#00BFC4	0.506103896103896	0.488939393939394	4	#00BFC4
#00BFC4	0.407012987012987	0.402727272727273	4	#00BFC4
#00BFC4	0.28948051948052	0.642424242424242	4	#00BFC4
#C77CFF	0.560779220779221	0.533787878787879	4	#C77CFF
#00BFC4	0.38948051948052	0.493333333333333	4	#00BFC4
#00BFC4	0.436363636363636	0.369545454545455	4	#00BFC4
#00BFC4	0.410649350649351	0.636969696969697	4	#00BFC4
#7CAE00	0.28948051948052	0.466515151515151	4	#7CAE00
#C77CFF	0.312597402597403	0.389242424242424	4	#C77CFF
#00BFC4	0.23987012987013	0.421969696969697	4	#00BFC4
#00BFC4	0.387662337662338	0.369242424242424	4	#00BFC4
#00BFC4	0.344415584415584	0.324090909090909	4	#00BFC4
#C77CFF	0.0787012987012987	0.411212121212121	4	#C77CFF
#C77CFF	0.424805194805195	0.344393939393939	4	#C77CFF
#00BFC4	0.387922077922078	0.641060606060606	4	#00BFC4
#00BFC4	0.165454545454545	0.228484848484848	4	#00BFC4
#00BFC4	0.385454545454545	0.436666666666667	4	#00BFC4
#00BFC4	0.406753246753247	0.42530303030303	4	#00BFC4
#7CAE00	0.157272727272727	0.517575757575758	4	#7CAE00
#00BFC4	0.221558441558442	0.667121212121212	4	#00BFC4
#7CAE00	NA	0.510454545454545	4	#7CAE00
#7CAE00	0.428961038961039	0.581212121212121	4	#7CAE00
#C77CFF	0.343766233766234	0.496969696969697	4	#C77CFF
#7CAE00	0.46974025974026	0.455606060606061	4	#7CAE00
#00BFC4	0.238311688311688	0.558484848484848	4	#00BFC4
#7CAE00	0.280519480519481	0.552121212121212	4	#7CAE00
#00BFC4	0.453116883116883	0.371212121212121	4	#00BFC4
#00BFC4	0.458181818181818	0.434848484848485	4	#00BFC4
#00BFC4	0.307922077922078	0.399545454545454	4	#00BFC4
#7CAE00	NA	0.521818181818182	4	#7CAE00
#00BFC4	0.266103896103896	0.364393939393939	4	#00BFC4
#7CAE00	0.257922077922078	0.371212121212121	4	#7CAE00
#00BFC4	0.342727272727273	0.634545454545455	4	#00BFC4
#00BFC4	0.361818181818182	0.401515151515152	4	#00BFC4
#00BFC4	0.42038961038961	0.465151515151515	4	#00BFC4
#00BFC4	0.353766233766234	0.734393939393939	4	#00BFC4
#7CAE00	NA	0.483030303030303	4	#7CAE00
#C77CFF	NA	0.401818181818182	4	#C77CFF
#C77CFF	0.294415584415584	0.380454545454545	4	#C77CFF
#00BFC4	0.295064935064935	0.526515151515151	4	#00BFC4
#00BFC4	0.385714285714286	0.421060606060606	4	#00BFC4
#7CAE00	0.29948051948052	0.411969696969697	4	#7CAE00
#00BFC4	0.535064935064935	0.392121212121212	4	#00BFC4
#00BFC4	0.389090909090909	0.352121212121212	4	#00BFC4
#7CAE00	0.288571428571429	0.433787878787879	4	#7CAE00
#00BFC4	0.566233766233766	0.373030303030303	4	#00BFC4
#C77CFF	0.331428571428571	0.450757575757576	4	#C77CFF
#00BFC4	0.364675324675325	0.494545454545455	4	#00BFC4
#00BFC4	0.196363636363636	0.21969696969697	4	#00BFC4
#7CAE00	0.0714285714285714	0.299393939393939	4	#7CAE00
#C77CFF	0.325844155844156	0.484090909090909	4	#C77CFF
#7CAE00	0.262597402597403	0.678787878787879	4	#7CAE00
#C77CFF	0.21038961038961	0.366969696969697	4	#C77CFF
#00BFC4	0.470649350649351	0.316818181818182	4	#00BFC4
#C77CFF	0.488961038961039	0.163636363636364	4	#C77CFF
#00BFC4	0.486623376623377	0.385151515151515	4	#00BFC4
#00BFC4	0.218051948051948	0.584545454545454	4	#00BFC4
#C77CFF	0.331688311688312	0.46530303030303	4	#C77CFF
#00BFC4	0.408961038961039	0.348939393939394	4	#00BFC4
#00BFC4	0.452987012987013	0.598787878787879	4	#00BFC4
#00BFC4	0.38961038961039	0.760151515151515	4	#00BFC4
#C77CFF	0.0993506493506494	0.586515151515151	4	#C77CFF
#C77CFF	0.158571428571429	0.355	4	#C77CFF
#7CAE00	0.477142857142857	0.534848484848485	4	#7CAE00
#00BFC4	0.45987012987013	0.380606060606061	4	#00BFC4
#C77CFF	0.36012987012987	0.454090909090909	4	#C77CFF
#7CAE00	0.282727272727273	0.701060606060606	4	#7CAE00
#00BFC4	0.423116883116883	0.417121212121212	4	#00BFC4
#7CAE00	0.206233766233766	0.529242424242424	4	#7CAE00
#00BFC4	0.46012987012987	0.233333333333333	4	#00BFC4
#00BFC4	0.206363636363636	0.440454545454545	4	#00BFC4
#C77CFF	0.232077922077922	0.348939393939394	4	#C77CFF
#C77CFF	0.372207792207792	0.431060606060606	4	#C77CFF
#C77CFF	0.297662337662338	0.520454545454545	4	#C77CFF
#C77CFF	0.447532467532468	0.442727272727273	4	#C77CFF
#00BFC4	0.494415584415584	0.683939393939394	4	#00BFC4
#C77CFF	0.259220779220779	0.367727272727273	4	#C77CFF
#00BFC4	0.384545454545455	0.522272727272727	4	#00BFC4
#7CAE00	0.107662337662338	0.414242424242424	4	#7CAE00
#7CAE00	0.134805194805195	0.589393939393939	4	#7CAE00
#00BFC4	0.434545454545455	0.328333333333333	4	#00BFC4
#7CAE00	0.325974025974026	0.433484848484848	4	#7CAE00
#00BFC4	0.374415584415584	0.54030303030303	4	#00BFC4
#C77CFF	0.33987012987013	0.435151515151515	4	#C77CFF
#7CAE00	0.131168831168831	0.319545454545455	4	#7CAE00
#00BFC4	0.494025974025974	0.450606060606061	4	#00BFC4
#C77CFF	0.315584415584416	0.387575757575758	4	#C77CFF
#00BFC4	0.337272727272727	0.44469696969697	4	#00BFC4
#7CAE00	NA	0.510151515151515	4	#7CAE00
#C77CFF	0.336233766233766	0.514545454545455	4	#C77CFF
#00BFC4	0.402077922077922	0.306818181818182	4	#00BFC4
#C77CFF	NA	0.365454545454545	4	#C77CFF
#C77CFF	0.435974025974026	0.351969696969697	4	#C77CFF
#00BFC4	0.173636363636364	0.330454545454546	4	#00BFC4
#7CAE00	0.385844155844156	0.606818181818182	4	#7CAE00
#00BFC4	0.585324675324675	0.436212121212121	4	#00BFC4
#00BFC4	0.413376623376623	0.522424242424242	4	#00BFC4
#00BFC4	0.495194805194805	0.552272727272727	4	#00BFC4
#00BFC4	0.362857142857143	0.431363636363636	4	#00BFC4
#C77CFF	0.381688311688312	0.431818181818182	4	#C77CFF
#7CAE00	0.400649350649351	0.516969696969697	4	#7CAE00
#00BFC4	0.376103896103896	0.49	4	#00BFC4
#C77CFF	0.0632467532467533	0.358939393939394	4	#C77CFF
#C77CFF	0.280909090909091	0.724545454545455	4	#C77CFF
#7CAE00	0.494025974025974	0.683787878787879	4	#7CAE00
#00BFC4	0.495194805194805	0.301818181818182	4	#00BFC4
#C77CFF	0.501818181818182	0.408181818181818	4	#C77CFF
#00BFC4	0.392467532467533	0.580909090909091	4	#00BFC4
#00BFC4	0.441688311688312	0.391212121212121	4	#00BFC4
#7CAE00	0.249220779220779	0.365909090909091	4	#7CAE00
#00BFC4	0.352597402597403	0.426515151515152	4	#00BFC4
#C77CFF	0.432077922077922	0.556818181818182	4	#C77CFF
#C77CFF	0.346233766233766	0.306818181818182	4	#C77CFF
#C77CFF	0.44948051948052	0.363939393939394	4	#C77CFF
#00BFC4	0.381688311688312	0.333030303030303	4	#00BFC4
#00BFC4	0.386493506493507	0.321212121212121	4	#00BFC4
#C77CFF	0.382597402597403	0.393939393939394	4	#C77CFF
#C77CFF	0.459090909090909	0.578939393939394	4	#C77CFF
#C77CFF	0.16038961038961	0.534090909090909	4	#C77CFF
#00BFC4	0.215714285714286	0.328939393939394	4	#00BFC4
#00BFC4	0.263896103896104	0.416212121212121	4	#00BFC4
#C77CFF	0.317792207792208	0.48	4	#C77CFF
#00BFC4	0.25025974025974	0.52030303030303	4	#00BFC4
#C77CFF	0.475194805194805	0.597575757575758	4	#C77CFF
#00BFC4	0.287922077922078	0.492575757575758	4	#00BFC4
#00BFC4	0.472207792207792	0.533636363636364	4	#00BFC4
#C77CFF	0.279220779220779	0.382424242424242	4	#C77CFF
#7CAE00	0.398311688311688	0.65469696969697	4	#7CAE00
#00BFC4	0.262207792207792	0.414242424242424	4	#00BFC4
#C77CFF	0.377532467532468	0.65	4	#C77CFF
#00BFC4	0.414415584415585	0.558333333333333	4	#00BFC4
#00BFC4	0.233636363636364	0.365151515151515	4	#00BFC4
#00BFC4	0.296363636363636	0.372424242424242	4	#00BFC4
#00BFC4	0.361688311688312	0.399848484848485	4	#00BFC4
#7CAE00	0.487012987012987	0.514242424242424	4	#7CAE00
#00BFC4	0.484675324675325	0.697272727272727	4	#00BFC4
#C77CFF	0.357272727272727	0.475151515151515	4	#C77CFF
#7CAE00	0.148831168831169	0.576818181818182	4	#7CAE00
#C77CFF	0.444805194805195	0.466212121212121	4	#C77CFF
#C77CFF	0.0464935064935065	0.402575757575758	4	#C77CFF
#C77CFF	0.217662337662338	0.435606060606061	4	#C77CFF
#C77CFF	0.260779220779221	0.321363636363636	4	#C77CFF
#C77CFF	0.362727272727273	0.531060606060606	4	#C77CFF
#00BFC4	0.544935064935065	0.655454545454545	4	#00BFC4
#C77CFF	0.47012987012987	0.511666666666667	4	#C77CFF
#00BFC4	0.430519480519481	0.303484848484849	4	#00BFC4
#00BFC4	0.446753246753247	0.366818181818182	4	#00BFC4
#C77CFF	0.498571428571429	0.387727272727273	4	#C77CFF
#00BFC4	0.41012987012987	0.39530303030303	4	#00BFC4
#C77CFF	0.212987012987013	0.313030303030303	4	#C77CFF
#C77CFF	0.195584415584416	0.523030303030303	4	#C77CFF
#00BFC4	0.393116883116883	0.691818181818182	4	#00BFC4
#00BFC4	0.401168831168831	0.287121212121212	4	#00BFC4
#00BFC4	0.511168831168831	0.493939393939394	4	#00BFC4
