colour	linetype	x	y	group
#F8766D	solid	0.5	0.428977272727273	1
#F8766D	22	0.5	0.0596590909090909	4
#7CAE00	22	0.5	0.272727272727273	5
#00BFC4	solid	0.5	0.116477272727273	2
#00BFC4	22	0.5	0.954545454545454	6
#C77CFF	solid	0.5	0.244318181818182	3
#C77CFF	22	0.5	0.556818181818182	7
