colour	y	x	PANEL	fill
#F8766D	0.579150659655562	0.668822034255599	1	#F8766D
#C77CFF	0.612502832852333	0.676741788159371	1	#C77CFF
#F8766D	0.506429782467533	0.603479007575758	2	#F8766D
#7CAE00	0.736960879437229	0.616716794949495	2	#7CAE00
#00BFC4	0.559409322369219	0.567580939393939	2	#00BFC4
#C77CFF	0.535454083487941	0.594647678090428	2	#C77CFF
