colour	y	x	PANEL	fill
#F8766D	0.385548931112366	0.587781836627141	1	#F8766D
#C77CFF	0.390260809042809	0.488918964085297	1	#C77CFF
#F8766D	0.257792948051948	0.554201848484849	2	#F8766D
#7CAE00	0.490733824242424	0.541220476767677	2	#7CAE00
#00BFC4	0.355734905078849	0.468534081450553	2	#00BFC4
#C77CFF	0.257875020408163	0.473801211640212	2	#C77CFF
