colour	y	x	PANEL	fill
#F8766D	0.700448817758329	0.850303227931489	1	#F8766D
#C77CFF	0.744571975709476	0.87450867704826	1	#C77CFF
#F8766D	0.748165340909091	0.713466098484848	2	#F8766D
#7CAE00	0.870799388528138	0.687460176767677	2	#7CAE00
#00BFC4	0.770550864789416	0.694537758425375	2	#00BFC4
#C77CFF	0.775912755102041	0.718533366402116	2	#C77CFF
