colour	y	x	PANEL	fill
#F8766D	0.353380463015246	0.581797891963109	1	#F8766D
#C77CFF	0.352922943722944	0.462294949494949	1	#C77CFF
#F8766D	0.245053199300499	0.552833917384867	2	#F8766D
#7CAE00	0.448651774891775	0.53001797979798	2	#7CAE00
#00BFC4	0.355734905078849	0.468534081450553	2	#00BFC4
#C77CFF	0.221150930176874	0.458754060089764	2	#C77CFF
