colour	y	x	PANEL	fill
#F8766D	0.66766930095991	0.768808121212121	1	#F8766D
#C77CFF	0.710662660894661	0.801179766554433	1	#C77CFF
#F8766D	0.661497818181818	0.664101090909091	2	#F8766D
#7CAE00	0.83970362943723	0.662522294949495	2	#7CAE00
#00BFC4	0.693921732249059	0.644635908241291	2	#00BFC4
#C77CFF	0.694409446299732	0.673094682058682	2	#C77CFF
