colour	y	x	PANEL	fill
#F8766D	0.710955976425748	0.903111338603426	1	#F8766D
#C77CFF	0.75397677994228	0.914364948653199	1	#C77CFF
#F8766D	0.793494925324675	0.745441674242424	2	#F8766D
#7CAE00	0.876595508008658	0.700239861616162	2	#7CAE00
#00BFC4	0.811206673504066	0.723355817898612	2	#00BFC4
#C77CFF	0.815624133374562	0.742933138407888	2	#C77CFF
