colour	y	x	PANEL	fill
#F8766D	0.6886433608131	0.81367507773386	1	#F8766D
#C77CFF	0.732759034151034	0.843639991021324	1	#C77CFF
#F8766D	0.71216612987013	0.691282303030303	2	#F8766D
#7CAE00	0.860737967099567	0.677173567676768	2	#7CAE00
#00BFC4	0.73856406262896	0.673068692155197	2	#00BFC4
#C77CFF	0.742854204081633	0.699486514670515	2	#C77CFF
