colour	y	x	PANEL	fill
#F8766D	0.32918019897157	0.578176606939797	1	#F8766D
#C77CFF	0.313771997113997	0.435298941638608	1	#C77CFF
#F8766D	0.245053199300499	0.552833917384867	2	#F8766D
#7CAE00	0.404392837229437	0.518548113131313	2	#7CAE00
#00BFC4	0.355734905078849	0.468534081450553	2	#00BFC4
#C77CFF	0.221150930176874	0.458754060089764	2	#C77CFF
