colour	y	x	PANEL	fill
#F8766D	0.661491241247882	0.75830041370224	1	#F8766D
#C77CFF	0.704005391774892	0.790332214646465	1	#C77CFF
#F8766D	0.648354068181818	0.657733856060606	2	#F8766D
#7CAE00	0.83308448982684	0.658692370707071	2	#7CAE00
#00BFC4	0.682405210219687	0.637562111866327	2	#00BFC4
#C77CFF	0.681518490826634	0.666318861351611	2	#C77CFF
