colour	y	x	PANEL	fill
#F8766D	0.430997999011858	0.598884848484848	1	#F8766D
#C77CFF	0.44286807960558	0.528157498597082	1	#C77CFF
#F8766D	0.310952353896104	0.560975189393939	2	#F8766D
#7CAE00	0.549775232683983	0.557522904040404	2	#7CAE00
#00BFC4	0.393020654812477	0.485419831492495	2	#00BFC4
#C77CFF	0.319005148423006	0.499251115319865	2	#C77CFF
