colour	y	x	PANEL	fill
#F8766D	0.68396057269904	0.802032919631094	1	#F8766D
#C77CFF	0.727914846320346	0.833164432379349	1	#C77CFF
#F8766D	0.699785055194805	0.684230159090909	2	#F8766D
#7CAE00	0.856295715800866	0.673611013131313	2	#7CAE00
#00BFC4	0.727617043694623	0.665939856414613	2	#00BFC4
#C77CFF	0.731210874252731	0.692995274050024	2	#C77CFF
