colour	y	x	PANEL	fill
#F8766D	0.703636334274421	0.863079836627141	1	#F8766D
#C77CFF	0.747603082251082	0.884612242424242	1	#C77CFF
#F8766D	0.75978374025974	0.721203151515152	2	#F8766D
#7CAE00	0.873064751515152	0.690755361616162	2	#7CAE00
#00BFC4	0.780928380628717	0.701721633531577	2	#00BFC4
#C77CFF	0.786308459286745	0.724740026936027	2	#C77CFF
