colour	y	x	PANEL	fill
#F8766D	0.589066898362507	0.676493615283267	1	#F8766D
#C77CFF	0.623692805194805	0.688519323232323	1	#C77CFF
#F8766D	0.521480220779221	0.60813396969697	2	#F8766D
#7CAE00	0.74902223982684	0.621215143434343	2	#7CAE00
#00BFC4	0.572349602136181	0.574517137354857	2	#00BFC4
#C77CFF	0.551464103071532	0.602134949013949	2	#C77CFF
